Name,Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
Yuvan,21,Female,68.5,1.61,191,169,74,1.18,1278,Yoga,19.9,3.1,3,2,18.59
Meera,39,,65.6,1.75,164,158,66,1.09,1593,Cardio,23.7,3.1,4,2,23.89
Kabir,44,Female,87.5,1.88,173,132,66,1.21,1643,Strength,26.9,3.1,2,2,21.72
Kabir,56,Male,54.5,1.76,196,148,74,1.4,659,HIIT,32.1,2.8,4,2,27.02
Arjun,33,Female,55.4,1.6,185,144,67,2,1015,HIIT,30.6,2.7,4,3,20.82
Meera,32,Male,85.7,1.53,185,133,52,1.02,1108,Cardio,24,3.4,3,3,14.19
Krishna,34,Female,58.2,1.7,189,134,55,0.73,785,HIIT,24,1.6,4,2,12.46
Ishaan,30,Male,72.5,1.91,189,142,58,1.44,976,Cardio,28.2,3.6,2,2,26.6
Aarav,26,,77.2,1.64,168,162,64,1.25,438,Strength,22.7,2.4,4,2,30.85
Zara,20,Male,90.3,1.68,169,135,59,1.1,758,Cardio,10.5,1.7,4,1,31.04
Vivaan,42,Female,95.2,1.76,178,158,56,1.21,770,Cardio,25.3,2,2,3,16.06
Saanvi,26,Male,75,1.91,181,168,74,1.1,943,HIIT,24.8,2,3,2,21.87
Vivaan,26,Male,61.5,1.51,185,155,74,1.35,1079,Cardio,31.4,3.4,4,2,21.29
Saanvi,28,Female,101.9,1.5,196,164,56,1.87,1211,\tCardio,23.8,3.2,2,2,15.07
Vivaan,54,Female,41.4,1.6,163,169,71,1.62,1385,Yoga,10,1.6,5,3,20.92
Vivaan,18,Male,71.3,1.78,167,129,72,0.86,1238,Strength,20.6,1.5,4,3,34.18
Arjun,42,Male,46.2,1.72,167,130,69,1.19,945,HIIT,24.6,2.9,2,3,19.47
Aarav,24,Male,64,1.83,187,155,74,1.79,406,Yoga,27.7,1.5,3,,31.31
Riya,54,Male,47.2,1.75,160,134,68,1.18,1001,Yoga,23.9,1.9,4,1,20
Zara,53,Male,95.5,1.52,164,169,52,1.31,1009,Yoga,21.8,1.9,,3,12.32
Yuvan,33,Female,40,1.79,194,162,60,1.39,1012,Cardio,23.7,2.8,4,,13.81
Meera,52,Female,81.1,1.74,184,168,74,,1080,,23.6,3.4,5,1,12.32
Ishaan,51,Female,72.1,,162,160,70,1.21,1186,Cardio,17.6,3.2,3,2,12.66
Reyansh,47,Male,100.5,1.56,185,133,64,0.87,872,Cardio,22.1,1.5,4,2,
Aarav,55,Female,129.9,1.89,177,157,66,0.81,1154,Cardio,15.2,2.4,4,2,20.1
Advait,28,Male,75.7,1.85,160,157,64,1.59,1179,,29.7,1.5,3,2,37.5
Ishaan,18,Female,69,1.66,196,141,56,1.46,1251,Yoga,25.7,2.4,4,2,18.23
Zara,19,Male,72.5,1.73,184,135,71,1.12,1392,HIIT,11.9,3.5,3,1,29.87
Riya,30,,50.8,1.81,196,132,74,1.28,794,Yoga,14.5,3.2,3,3,22.58
Vihaan,40,Female,68.2,1.5,197,153,71,1.24,484,Cardio,24.1,3.5,4,2,12.45
Sara,49,Female,105,1.63,170,139,70,1.53,1065,Cardio,24,1.5,4,2,18.89
Kabir,57,Female,129.9,1.88,162,148,56,1.71,1233,Strength,24,1.8,3,1,
Aanya,27,Female,61.1,1.59,\t182,139,68,1.09,669,Yoga,16.7,1.5,3,2,12.32
Reyansh,27,Male,,1.81,176,169,64,1.37,1783,Yoga,28.5,1.5,3,3,16.6
Myra,50,Male,62.5,1.67,172,121,56,1.14,1415,Cardio,20.9,2.5,5,2,28.47
Yuvan,59,Male,62.4,1.71,197,,74,1.47,705,Cardio,32,2.4,4,2,19.22
Aryan,26,Male,72.4,1.68,196,169,53,2,1082,HIIT,29.8,2.5,2,3,21.68
Saanvi,55,Female,93.1,1.82,172,148,60,1.22,1039,HIIT,17.3,2.6,4,1,20.51
Tia,48,Female,122.3,1.71,183,120,63,0.79,992,,10,2.6,4,1,18.9
Aanya,29,Female,70.8,1.85,160,142,52,1.5,1624,\tYoga,14.2,3.5,2,3,15.46
Riya,52,Male,51.5,1.6,184,162,65,1.46,1339,Cardio,25.2,3.2,4,3,12.32
Arjun,18,Female,57.1,1.61,198,129,66,0.94,1064,Cardio,31.7,2.4,2,3,19.32
Yuvan,36,Female,64.4,1.97,166,153,59,1.45,1132,HIIT,27.9,2.9,3,1,23.33
Saanvi,52,Male,63,1.72,184,131,54,1.48,804,Cardio,21.5,1.5,4,3,34.06
Meera,29,Male,77.2,1.89,192,152,58,2,858,HIIT,25.6,3.2,3,2,19.23
Aarav,18,Female,40,1.66,190,147,50,1.6,1287,Cardio,27.6,1.9,5,3,22.99
Krishna,30,Female,76.3,2,193,132,59,1.11,548,HIIT,34.9,3.2,3,1,17.54
Yuvan,29,Female,71.2,1.8,176,139,68,1.4,354,Cardio,10,3.4,2,3,31.75
Meera,55,Male,104.9,1.56,187,155,58,0.87,1260,\nStrength,27.8,3.5,3,1,12.68
Riya,34,Female,102.1,1.53,178,152,50,2,1783,Strength,26.5,2.1,3,1,38.34
Myra,31,Female,63.6,1.57,165,169,74,1.09,1148,Strength,15.1,3.4,4,1,13.15
Kabir,26,Male,68.6,1.7,172,167,57,1.32,501,Yoga,25.4,1.5,3,2,18.29
Riya,33,Male,46,1.71,163,145,54,1.29,671,Yoga,21.4,3.1,2,3,14.68
Krishna,39,Female,88.6,1.8,181,158,71,1.29,1296,Strength,24.3,2.8,4,1,
Arjun,36,Male,79.7,1.75,168,132,74,1.67,445,Strength,23.9,3.4,4,2,25.28
Saanvi,33,Female,108.7,1.75,199,131,74,0.86,1080,Yoga,24.1,1.9,3,1,16.46
Kabir,45,Female,61.4,1.76,194,120,68,1.22,909,Strength,21.4,2.8,2,1,21.75
Vihaan,21,Female,69.2,1.87,168,127,68,1.47,1275,Yoga,24.1,2.9,5,3,14.59
Aryan,52,Male,67.4,1.72,160,134,51,1.49,1307,Strength,17,2.6,2,2,15.39
Vivaan,29,Female,40,1.64,178,130,69,1.15,1093,HIIT,27.4,3.4,3,2,14.89
Vivaan,47,Female,46,1.58,172,147,72,1.37,1098,Strength,28.5,3.7,2,3,15.45
Anaya,34,Male,89.1,1.78,174,120,51,1.52,574,Cardio,27.6,1.5,4,2,20.61
Kabir,57,Male,70.4,1.72,181,161,57,1.3,983,Yoga,29.9,3.6,3,2,22.21
Aryan,24,Male,65.7,1.84,165,146,74,1.59,954,Cardio,17.8,2.8,5,2,16.06
Ishaan,26,Male,82.2,1.69,189,139,70,1.45,1184,Yoga,10,2.5,5,2,18.01
Vihaan,32,,52.2,1.73,196,134,74,2,684,Strength,27.4,2,3,1,21.27
Aanya,54,Male,128.7,1.91,192,,58,1.97,1049,Cardio,22.9,2.7,4,2,23.32
Aarav,18,Female,,1.64,196,169,74,0.9,921,Strength,25.8,3.3,5,2,20.03
Reyansh,18,Female,110.3,1.76,168,169,55,1.86,1391,Strength,33,3.5,5,3,16.38
Vihaan,54,Male,42.7,1.72,191,153,74,2,987,Yoga,13.6,1.5,5,2,19.11
Vivaan,35,Female,98,1.59,179,141,62,1.04,729,Cardio,14.2,1.5,3,1,18.32
Ishaan,37,Female,94.5,1.84,160,158,61,1.2,1063,HIIT,26.6,2.6,3,2,12.32
Meera,30,Female,57.6,1.66,169,160,67,1.86,1332,Yoga,30.9,2.7,4,2,30.42
Meera,31,Male,40,1.74,194,155,68,1.4,716,HIIT,30.6,1.5,4,3,20.16
Anaya,28,Male,40.3,1.69,166,169,69,0.5,864,Cardio,24.9,2.6,3,3,20.42
Advait,53,Male,60.8,1.66,199,121,69,1.12,926,Strength,26.5,3.6,4,1,12.32
Aanya,56,Male,72,1.77,191,168,62,1.55,1144,Cardio,30,2.7,2,2,23.34
Zara,44,Male,94.4,1.75,163,154,58,1.66,881,HIIT,24.1,2.9,3,3,12.32
Meera,38,Male,71,1.84,190,120,53,1.93,1700,Cardio,24.7,3.1,,3,21.97
Aarav,34,Female,77.9,1.87,183,169,59,1.28,691,,24,3.4,2,1,15.67
Reyansh,48,Male,52.6,1.63,182,129,54,2,1310,Strength,25.1,1.5,,1,14.53
Zara,48,Female,62.9,1.67,198,164,64,0.84,1098,HIIT,24.5,3.3,5,1,24.26
Vihaan,33,Male,59.6,1.6,187,127,69,1.41,573,\tCardio,22.7,2.2,3,1,21.54
Aarav,46,Female,50,1.5,182,149,64,1.44,929,Cardio,23.8,3.3,2,3,16.09
Aanya,32,Female,104.3,1.83,160,,64,1.83,1122,Yoga,22.1,2.8,4,2,16.99
Arjun,36,Female,61.2,1.93,166,145,55,0.77,1015,HIIT,18.8,1.5,4,2,12.32
Tia,36,Female,82.5,1.66,166,134,50,0.95,640,Yoga,11.2,3.4,5,2,21.01
Myra,57,Female,58.3,1.73,164,132,50,1.48,492,HIIT,27.7,3.6,3,1,19.23
Reyansh,45,Male,61.6,1.95,176,,64,1.12,1049,Strength,25.1,2.4,4,1,30.72
Zara,44,Male,64.2,1.7,,139,62,1.3,1201,Yoga,23.2,3.3,2,2,15.79
Riya,31,Male,53,1.83,182,149,55,1.33,821,Strength,23.6,3.4,4,3,22.89
Reyansh,50,Female,69.6,1.9,172,127,74,,303,Strength,26.2,1.5,3,1,29.91
Arjun,38,Female,81.1,1.92,190,125,61,1.18,690,Yoga,26.1,3.1,4,3,17.99
Aarav,49,Female,65.7,1.77,182,139,74,1.18,744,HIIT,26.8,3.1,2,2,23
Riya,21,Male,81.8,1.83,182,163,53,2,1159,Cardio,29.2,2.7,4,1,22.27
Myra,28,Female,91.2,1.77,164,162,55,1.28,648,Strength,25.4,3.3,2,2,18.88
Vivaan,52,Female,98.5,1.96,183,169,50,1.98,1515,Strength,,2.2,5,1,35.08
Arjun,22,Male,88.9,1.6,182,148,74,1.39,1386,HIIT,28.9,2.5,3,3,32.24
Meera,43,Male,88.5,1.72,185,131,67,1.48,1140,Cardio,23.6,3.3,4,1,28.7
Arjun,46,Male,85.9,1.7,180,148,66,1.77,1088,HIIT,13.8,3.4,2,2,21.8
Yuvan,18,Male,56.5,1.86,193,129,54,1.4,901,HIIT,20.6,3.5,4,2,13.7
Meera,43,Female,65.2,1.97,184,121,72,1.1,594,HIIT,23.2,,3,2,17.03
Saanvi,18,Male,71.9,1.54,170,121,59,1.48,658,HIIT,18.9,2.6,4,2,24.65
Anaya,44,Male,66.8,1.72,191,136,68,1.34,1239,Cardio,31.5,2.8,4,2,22.21
Advait,55,Female,46.3,1.7,187,139,52,2,1130,Cardio,27.3,1.5,3,1,32.94
Aryan,36,Male,93.2,1.63,,153,55,1.21,389,Cardio,25.8,1.5,3,2,24.94
Aanya,57,Male,72.4,1.65,168,162,56,1.71,1140,Yoga,10.9,2.5,4,1,28.3
Riya,41,Male,70.7,1.81,191,134,62,1.53,1381,Cardio,30.3,3.3,2,2,23.32
Aarav,52,Female,45,1.75,196,143,74,2,926,Yoga,22,2.4,3,1,38.8
Zara,18,Female,74.8,1.83,165,144,63,1.66,1174,Cardio,22.9,3.1,2,2,15.29
Vivaan,31,Female,61.1,1.69,190,123,64,0.62,1227,HIIT,23.8,3.6,2,3,19.83
Arjun,34,Female,44.3,1.76,180,129,58,1.85,494,Strength,25.8,3.2,4,3,16.48
Arjun,20,Female,96.2,1.59,170,142,52,1.57,1305,Strength,10.2,2.8,,1,21.72
Anaya,47,Male,69.7,1.83,184,121,70,1.02,747,HIIT,30.2,1.9,5,1,20.78
Aryan,33,Male,41.9,1.59,166,165,50,2,898,Strength,24.6,3.2,3,2,14.53
Vihaan,47,Female,52.9,1.67,180,142,72,1.11,770,\tCardio,22.9,1.5,3,2,30.5
Arjun,58,Male,94.6,1.57,191,152,74,0.78,674,Cardio,10.2,3.3,,1,22.94
Anaya,47,Male,70.5,1.67,166,168,58,1.74,898,Strength,30,3.2,3,2,46.78
Tia,27,Female,40,1.76,192,169,56,2,602,HIIT,28,3.4,3,3,31.97
Advait,51,Male,51.6,1.83,194,161,67,2,1057,Yoga,27.6,2.2,3,1,24.12
Meera,18,Female,83.3,1.59,165,169,72,1.19,997,Strength,25.7,3.3,3,1,31.83
Myra,20,Male,67.7,1.84,193,122,66,1.19,900,Cardio,13.7,3.4,5,2,19.76
Vihaan,43,Male,57.8,1.78,197,163,52,1.42,1418,\tYoga,28.6,1.6,2,1,14.84
Aarav,45,Male,59,1.87,199,157,55,1.11,613,Strength,18.2,3.2,2,1,31.55
Krishna,29,Female,61.5,1.88,182,152,72,1.62,793,HIIT,24.2,3.3,4,3,23.84
Riya,18,Female,40,1.75,176,124,68,1.01,1536,HIIT,14.6,3.5,,2,17.62
Yuvan,37,Male,79.6,1.68,180,137,67,2,920,Yoga,28.6,1.8,,3,23.26
Yuvan,26,Female,68.6,1.75,184,140,60,1.26,681,HIIT,29.4,1.8,3,3,20.02
Reyansh,49,Female,77.9,1.75,196,169,64,1.24,1267,HIIT,24.8,3.5,3,2,14.38
Saanvi,23,Female,40.9,1.75,187,136,50,1.14,1135,Cardio,24.8,3.4,3,2,12.32
Ishaan,18,Male,68.7,1.77,161,169,68,1.01,1011,Cardio,27.3,3.5,3,2,17
Krishna,23,Male,114.9,1.61,180,120,56,1.27,891,HIIT,28,3.3,3,1,22.67
Myra,47,Male,65.6,1.77,190,154,54,1.59,413,Strength,23.1,3.6,2,2,14.47
Anaya,20,Female,90.9,1.69,198,142,74,1.35,927,Cardio,18.1,3.2,4,1,16.23
Reyansh,40,Male,61,1.89,196,123,71,1.45,625,Strength,27.4,3.6,3,1,23.16
Riya,18,Male,66.8,1.66,166,135,59,2,803,Yoga,23.2,3,2,1,12.56
Arjun,56,Male,42.6,1.61,190,161,60,1.24,1260,HIIT,23,3.6,4,3,23.68
Aanya,56,Female,88.8,1.7,173,129,52,1.79,933,Yoga,24.1,1.5,4,2,12.32
Zara,34,Female,83.2,1.64,171,164,69,1.19,1392,Yoga,22.9,3.5,3,1,14.97
Anaya,38,Female,99.1,1.5,185,159,74,1.38,995,HIIT,17.8,1.5,4,1,24.56
Tia,43,Male,77.8,1.7,180,149,58,1.38,1643,Strength,14.9,2.8,5,1,16.55
Ishaan,18,Male,47.8,1.85,161,156,50,1.02,1265,Yoga,30.8,3.2,5,1,12.32
Kabir,24,Male,40,1.82,168,120,74,1.28,303,Strength,25,3.6,3,1,17.95
Aanya,35,Female,91,1.55,174,136,74,0.99,1216,Cardio,27,3.5,3,3,16
Aanya,21,Male,86.3,1.74,184,169,61,1.85,993,Strength,24.9,3.4,2,2,22.21
Arjun,26,Male,64.6,1.82,196,165,55,1.46,1699,Yoga,28.1,3.3,4,2,19.63
Anaya,40,Female,49.6,1.7,169,,72,1.6,921,Cardio,32.5,3.6,,2,12.71
Myra,23,Female,59.6,1.81,160,146,71,1.54,1382,HIIT,22.6,2.8,5,2,12.32
Vivaan,46,Female,53.7,1.5,177,169,54,1.62,1245,Strength,26.8,3.7,4,3,22.71
Reyansh,55,Female,58.9,1.56,197,125,58,0.73,1103,Yoga,22.1,3.5,3,2,30.52
Vivaan,31,Male,79.4,1.58,163,125,74,1.49,663,Cardio,24,2.4,3,2,12.32
Yuvan,26,Male,83.1,1.52,163,139,51,1.95,925,Strength,10,2.8,3,1,20.05
Arjun,31,Female,61.7,1.52,177,160,54,0.54,1266,Yoga,23.1,1.7,4,2,12.32
Reyansh,27,Male,66.6,1.7,171,149,73,1.43,1321,Strength,26.6,3.3,4,3,13.51
Tia,45,Female,106.3,1.84,172,123,61,1.15,1177,Strength,16.9,2.6,4,3,30.72
Meera,23,Female,73.2,1.58,175,169,,1.54,1226,HIIT,25,2.4,3,2,24.85
Vihaan,48,Female,69.9,1.82,173,162,,2,1724,Yoga,26.7,2.4,3,1,23.63
Reyansh,30,Female,62.3,1.53,185,153,68,1.3,1382,Yoga,20.5,1.6,2,2,34.48
Meera,48,Male,83,1.55,164,169,67,1.27,1287,Cardio,21.5,3.5,2,3,22.88
Reyansh,35,Male,75.4,1.64,198,167,63,1.14,1045,Yoga,20.5,1.5,3,2,30.23
Riya,30,Female,98.3,1.84,178,161,74,1.58,576,HIIT,23.3,1.6,3,2,16.15
Saanvi,38,Female,46.5,1.65,182,169,70,1.34,806,Cardio,24.1,3.5,2,1,12.32
Arjun,44,Male,61.6,1.65,167,158,74,1.11,1223,Strength,23.8,2.9,4,1,15.25
Vihaan,31,Female,64,1.85,184,147,71,1.05,571,Strength,27,2,5,2,14.26
Ishaan,18,Male,59.1,1.69,180,155,57,1.99,1505,Yoga,27.5,1.9,4,1,17.36
Kabir,24,Female,45.1,1.6,195,163,66,2,453,Cardio,31.2,1.6,2,2,22.88
Ishaan,18,Male,49.1,1.68,,142,74,1.13,961,Yoga,23.7,3.1,,1,15.28
Myra,18,,82.7,1.79,171,167,69,1.09,1305,HIIT,21.8,2.1,2,1,12.89
Meera,33,Male,85,1.73,161,128,64,1.34,812,Strength,16.6,3.2,4,1,13.34
Myra,21,Female,77.9,1.8,199,169,56,1.3,1171,Cardio,19.7,3.4,3,2,19.98
Myra,20,Male,40,1.52,192,151,63,1.5,572,HIIT,25.1,3.7,4,1,25.64
Aryan,59,Male,44.8,1.67,189,130,63,1.29,1021,Strength,29.8,3.6,3,3,12.32
Advait,51,Female,66.4,1.77,184,147,55,0.97,1531,HIIT,33.1,3.6,3,3,14.27
Arjun,50,Male,40,2,192,155,56,0.82,829,Strength,24.6,2.4,3,2,16.67
Vivaan,42,Male,96.2,1.63,164,148,74,1.38,887,Strength,16.3,1.6,2,3,25.15
Kabir,45,Female,54,1.86,170,148,65,1.36,670,Cardio,28.9,3.5,3,2,16.72
Arjun,22,Male,71.1,1.68,164,160,74,1.51,955,Cardio,10,3.3,4,2,16.09
Saanvi,47,Female,48.6,1.55,176,165,74,0.71,1305,Cardio,15.6,2.7,2,1,27.31
Zara,34,Female,100.1,1.97,192,164,73,2,1747,Yoga,25.5,1.5,4,2,22.68
Arjun,51,Female,53.7,1.72,169,120,52,0.95,1234,HIIT,10,3.3,,3,14.41
Sara,27,Male,83.5,1.67,162,129,65,1.48,1517,Yoga,25.8,3.3,2,1,18.45
Vivaan,18,Male,52.4,1.74,181,169,63,0.83,889,Strength,10,2.8,4,3,13.4
Krishna,48,Male,89.5,1.61,170,153,57,1.38,1355,Strength,10,3.3,3,1,12.32
Zara,25,Female,58.2,1.64,165,169,71,1.92,984,Strength,20.8,3.3,4,3,19.05
Tia,51,Male,126,1.74,190,139,57,1.04,1108,Strength,27.3,3.2,2,1,22.63
Vivaan,58,Female,57.4,1.62,196,154,61,1.59,1015,,15,2.1,3,1,25.02
Riya,32,Female,52.3,1.59,161,121,74,2,723,Strength,20.3,3.3,3,1,22.56
Aarav,47,,40,1.85,192,139,57,1.2,697,Cardio,25.2,3.5,4,1,19.04
Aarav,55,Female,129.6,1.84,188,139,58,1.28,1272,HIIT,19.2,3.5,3,1,18.38
Reyansh,33,Female,72.3,1.8,199,120,74,1.33,457,HIIT,26.5,2.3,4,2,12.32
Reyansh,28,Male,64.1,1.55,179,152,52,1.41,1091,HIIT,31.1,3.3,4,1,18.43
Vihaan,34,Male,66.7,1.55,186,169,55,1.48,781,Cardio,19.4,2.5,3,1,12.32
Tia,35,Male,44.9,1.92,168,123,67,1.29,572,Cardio,20.8,2.1,4,2,17.33
Myra,36,Female,90,1.69,180,160,72,2,717,HIIT,20.6,3.3,4,1,13.72
Ishaan,27,Male,77.7,1.76,167,131,74,1.36,448,HIIT,24.9,2.1,5,2,23.19
Myra,18,Male,100,1.73,192,166,56,1.22,1631,Strength,23.3,1.8,4,2,12.32
Reyansh,52,Male,83.4,1.52,176,142,56,1.45,596,HIIT,25.6,1.9,3,2,15.21
Meera,32,Female,46.5,1.83,176,128,74,1.01,1061,Cardio,10,2.5,4,3,14.63
Myra,37,Female,81.1,1.78,195,143,72,1.07,770,HIIT,22.5,2.5,3,2,12.51
Reyansh,31,Male,50.7,1.86,171,149,74,1.29,580,Cardio,,3.6,3,2,21.13
Arjun,23,Female,55.4,1.8,164,163,73,1.33,783,Strength,27.1,1.5,2,1,18.71
Aryan,23,Female,40,1.8,160,136,62,1.85,1113,Strength,16.8,1.7,3,,16.37
Reyansh,25,Female,76.2,1.87,184,148,69,1.96,809,HIIT,26.2,2.3,3,1,17.02
Myra,52,Male,84.5,1.75,180,158,71,2,830,Strength,14.1,1.5,4,3,18.25
Yuvan,59,Male,40,2,173,141,68,1.04,1331,Strength,27,3.7,2,1,43.74
Vivaan,37,,40,1.92,163,129,68,1.22,1025,Cardio,22.7,3.3,2,1,23.28
Yuvan,42,Female,55.6,1.63,176,134,74,1.41,384,Cardio,22,3.3,3,1,32.64
Arjun,29,Male,73.6,1.82,162,141,55,1.5,1057,Cardio,25.2,2.1,2,2,30.41
Krishna,29,Female,50.8,1.89,199,163,59,0.8,784,HIIT,35,2.5,3,2,22.37
Vihaan,27,Male,72.5,1.88,181,162,69,1.21,1120,HIIT,34.6,3.4,4,1,27.76
Anaya,22,Male,128.4,,166,169,50,1.53,914,HIIT,16.7,2.8,3,2,13.01
Yuvan,41,Male,74.7,1.84,170,169,57,,1257,Strength,24.8,2.5,3,3,14.71
Ishaan,21,Female,94.4,1.69,197,155,61,1.94,1089,Strength,20.7,2.4,,2,14.52
Aarav,52,Male,57.5,1.87,174,149,70,1.05,880,,12.5,2.5,2,2,12.32
Arjun,32,Male,51.1,1.86,199,131,63,1,865,HIIT,34.8,3.2,3,1,21.49
Advait,30,Female,88.8,1.69,171,127,70,1.21,1097,Strength,25.6,3.4,,1,19.29
Vihaan,31,Female,,1.54,161,156,74,0.68,882,Cardio,28.9,2.6,4,1,12.32
Riya,49,Female,80,2,162,151,74,1.07,,,15.7,3.6,3,2,29.6
Vivaan,23,Female,52.6,1.78,176,169,53,1.15,1384,Cardio,31.1,2.4,3,2,21.08
Reyansh,18,Male,57.5,1.74,193,154,70,1.16,1358,HIIT,33.9,3.7,4,3,12.32
Anaya,52,Female,45.1,1.65,165,164,71,1.76,1380,Yoga,21.5,3.3,5,1,29.89
Aarav,45,Male,98.7,1.77,183,132,74,1.32,400,Cardio,19.5,2,4,2,18.18
Yuvan,51,Male,63,1.78,161,152,50,1.33,1339,Strength,29.1,1.8,2,2,15.95
Arjun,34,Female,101.5,1.57,184,120,55,1.02,601,Strength,17.7,2.3,5,,46.11
Reyansh,18,Female,89.8,1.66,185,140,54,2,1283,HIIT,28.4,1.9,,2,16.69
Kabir,42,Male,43.5,1.56,192,159,57,1.96,555,,25.3,3.6,3,2,28.64
Kabir,28,Female,121.1,1.75,163,149,68,1.57,716,Strength,21,3.3,5,1,26.5
Kabir,18,Male,46.3,2,167,169,64,1.29,1556,Yoga,22.5,2.6,2,3,17.38
Krishna,35,Male,40,1.71,162,133,69,1.99,840,Yoga,20.2,3.2,4,2,27.14
Ishaan,56,Female,64.2,1.79,196,165,58,0.97,667,Cardio,15.9,3.3,4,1,12.32
Aryan,18,Female,56,1.82,170,131,62,1.55,1249,HIIT,,2,3,3,15.72
Ishaan,45,Male,43.8,,161,169,72,1.97,1783,HIIT,24.9,3.5,4,3,15.83
Myra,32,Female,90.5,1.63,184,166,50,1.46,1217,Strength,31.3,2,5,1,12.99
Saanvi,42,Female,40,1.81,177,145,59,1.71,1065,HIIT,26.6,1.5,3,1,23.25
Meera,54,Male,72.6,1.56,172,165,69,1.26,966,HIIT,26.1,3.5,2,1,31.41
Vivaan,18,Male,40,1.58,,164,52,1.08,1262,HIIT,24.7,3.2,4,1,28.07
Krishna,34,Female,89.7,1.78,184,142,53,0.53,1662,HIIT,24.2,1.5,3,1,39.54
Aarav,21,Female,59.7,1.65,191,138,68,0.95,539,HIIT,35,3.2,4,2,17.55
Myra,18,Male,42,1.82,188,137,67,0.77,589,HIIT,16.4,2,2,3,29.09
Yuvan,18,Male,57.9,2,168,156,50,1.05,689,Cardio,28.3,3.6,3,3,18.31
Myra,49,,50.2,1.7,164,169,73,0.75,622,Cardio,28,1.6,2,1,13.34
Saanvi,18,Female,40,1.8,187,158,71,1.24,665,\nStrength,24.1,1.7,2,2,14.93
Krishna,18,Female,70.9,1.87,176,164,59,2,745,HIIT,28.2,3.2,4,2,15.74
Myra,26,Male,44,1.6,190,125,68,1.06,1246,Strength,21.1,2.7,2,2,15.5
Myra,31,Female,46.9,1.75,192,146,63,2,748,Cardio,15.3,1.7,4,,12.48
Reyansh,49,Male,47.5,1.79,161,169,61,1.43,957,Strength,25.8,3,4,1,13.47
Meera,38,Male,69,1.82,170,133,53,1.24,1610,Strength,30.1,2.8,2,2,20.05
Kabir,18,Female,59.1,2,181,123,72,1.94,901,HIIT,23.2,2.4,4,2,13.32
Vihaan,53,Female,40,1.66,192,169,72,1.11,,Yoga,27.5,2.8,4,3,22.65
Kabir,18,Female,74.6,1.71,169,143,54,1.49,1213,,28.7,2,2,1,18.68
Tia,35,Male,98.6,1.55,184,141,59,2,1172,Cardio,27.8,3.2,2,2,23.47
Meera,29,Female,58.4,1.61,182,165,70,0.77,1259,HIIT,20.1,3.5,4,2,26.13
Reyansh,35,Female,76.1,1.81,,153,74,2,1119,HIIT,17.7,3.3,2,1,26.86
Ishaan,38,Male,93.7,1.66,168,169,68,1.97,875,Cardio,29,3.4,4,2,13.87
Tia,42,Female,88.6,2,171,166,72,1.11,1335,Yoga,18.6,2.2,5,2,18.3
Ishaan,18,Male,49.9,1.77,191,123,74,1.4,626,Strength,25.9,3.4,2,2,24.35
Aryan,42,Female,99.9,1.6,189,169,58,1.85,1099,HIIT,32.6,2.2,2,1,15.78
Reyansh,26,Female,58.6,1.78,198,143,74,1.59,1008,Cardio,21.1,2.2,3,1,44.77
Krishna,36,Male,57.4,1.58,192,152,70,1.38,1137,Yoga,18.3,3.2,2,1,20.91
Reyansh,47,Male,48.1,1.71,185,129,74,0.87,1177,Strength,28.1,2.6,3,3,12.32
Saanvi,30,Male,60.1,1.93,187,140,58,1.48,875,HIIT,29.7,3.1,5,1,24.29
Sara,23,Female,88,2,193,128,70,1.24,399,HIIT,23.9,2.8,3,1,31.33
Yuvan,39,Female,62.5,1.74,162,141,58,1.27,699,,24.2,1.8,3,1,17.6
Arjun,38,Female,69.4,2,195,130,,1.34,1197,Strength,19.5,2.6,3,3,14.99
Meera,20,Female,69.3,1.75,180,120,72,1.06,1421,Yoga,24.6,3.2,4,2,25.22
Myra,18,Male,52.6,1.76,175,154,50,1.17,1783,Yoga,21,3,3,2,30.92
Sara,39,Female,65.6,1.7,172,148,68,0.87,1709,HIIT,20.2,1.5,4,3,14.83
Reyansh,45,Male,71.4,,179,140,52,1.56,1246,Strength,24.6,2.6,4,1,15.53
Advait,22,Male,80.6,1.71,176,139,60,2,957,Cardio,31,2.4,4,2,12.32
Advait,57,Female,43.5,2,172,159,59,1.73,530,Yoga,18.7,2.1,2,3,23.74
Krishna,25,Female,72.6,1.7,161,168,51,1.28,1262,Strength,22,3.1,4,2,16.45
Myra,18,Male,87.5,1.76,169,160,60,2,1042,Yoga,22.4,3.3,2,3,21.79
Myra,50,Male,46.8,1.77,180,128,70,1.4,803,HIIT,17,3.3,4,1,21.83
Vivaan,27,Male,42.5,1.61,183,155,71,2,933,HIIT,22.9,1.6,2,1,
Vihaan,43,Male,83.5,1.96,168,169,54,1.47,1522,Strength,,2.1,4,2,24.03
Zara,18,Female,44.9,1.77,168,127,57,1.66,512,Strength,12.3,3.7,3,1,20.39
Myra,18,Male,63.9,1.71,164,140,66,1.48,785,Yoga,30.2,3.3,4,2,21.96
Zara,36,Female,67.5,1.71,173,,60,1.1,511,HIIT,20.6,1.5,4,1,18.75
Zara,24,Female,59,1.68,,132,56,1.17,1186,\tCardio,24.2,3.4,3,3,14.37
